Identifiant;Type Objet;Modèle;N° Voie Pair;N° Voie Impair;Voie;Commune;Disponibilité;Début Indisponibilité;Fin Indisponibilité;Motif Indisponibilité;geo_shape;geo_point_2d
450071168;FONTNE_WALLACE;Brumisante;;113;RUE BEAUNIER;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.331147722921364, 48.824043190636495], ""type"": ""Point""}";48.824043190636495, 2.331147722921364
450070539;FONTNE_WALLACE;Caryatides;66F;;RUE TOLAIN;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.404064994850246, 48.85223552430097], ""type"": ""Point""}";48.85223552430097, 2.404064994850246
450085274;FONTNE_WALLACE;Caryatides;;;RUE DE LA CHAPELLE;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3599700781385784, 48.89554448234841], ""type"": ""Point""}";48.89554448234841, 2.3599700781385784
450080375;FTNE_PETILLANTE;Fontaine pétillante;4;;PLACE EDMOND MICHELET;PARIS 4EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3504136311380663, 48.859896826430266], ""type"": ""Point""}";48.859896826430266, 2.3504136311380663
450072382;BORNE_FONTAINE;GHM Ville de Paris;;1;PLACE D ALLERAY;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.306201856192339, 48.83651057921518], ""type"": ""Point""}";48.83651057921518, 2.306201856192339
450085142;FONTAINE_2EN1;Fontaine Totem 2en1 Atelier;54;;AVENUE DE LA MOTTE PICQUET;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2995224215103165, 48.850405988353856], ""type"": ""Point""}";48.850405988353856, 2.2995224215103165
450085109;FONTAINE_2EN1;Mât source;;;RUE CHARLES HERMITE;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3610775481801376, 48.89916166592009], ""type"": ""Point""}";48.89916166592009, 2.3610775481801376
450085314;FONTAINE_2EN1;Brumisation basse pression;;;PLACE AMBROISE CROIZAT;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3283132741834973, 48.821630666317446], ""type"": ""Point""}";48.821630666317446, 2.3283132741834973
450085043;FONTAINE_2EN1;Mât source;50;;RUE CESARIA EVORA;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.374746097905391, 48.89767514044918], ""type"": ""Point""}";48.89767514044918, 2.374746097905391
450072980;FONTAINE_ARCEAU;Fontaine Arceau;132;;AVENUE DE LA REPUBLIQUE;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3865701662863548, 48.862871629522246], ""type"": ""Point""}";48.862871629522246, 2.3865701662863548
450080320;FONTAINE_ARCEAU;Fontaine Arceau;;;PLACE DU PANTHEON;PARIS 5EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3453969832890365, 48.847017762172186], ""type"": ""Point""}";48.847017762172186, 2.3453969832890365
450080469;FONTAINE_ARCEAU;Fontaine Arceau;4;;PLACE DE LA NATION;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3947559147212454, 48.847946505411684], ""type"": ""Point""}";48.847946505411684, 2.3947559147212454
450080634;FONTAINE_ARCEAU;Fontaine Arceau;20;;RUE CESARIA EVORA;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.378462707395677, 48.897940570742044], ""type"": ""Point""}";48.897940570742044, 2.378462707395677
450025583;FONTAINE_BOIS;Wallace Bois;;;ILE DE BERCY;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4109610162424975, 48.83151107534472], ""type"": ""Point""}";48.83151107534472, 2.4109610162424975
450024968;FONTAINE_BOIS;GHM Bois;;;AVENUE DU GENERAL MARGUERITTE;PARIS 7EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2989308043010652, 48.8548924004032], ""type"": ""Point""}";48.8548924004032, 2.2989308043010652
450024970;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;ALLEE ADRIENNE LECOUVREUR;PARIS 7EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3017677332843705, 48.854905166902576], ""type"": ""Point""}";48.854905166902576, 2.3017677332843705
450025425;FONTAINE_BOIS;Wallace Bois;;;ROUTE DU LAC DE SAINT-MANDE;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4227537908720844, 48.83850710325223], ""type"": ""Point""}";48.83850710325223, 2.4227537908720844
450072513;FONTAINE_BOIS;GHM Bois;;;SQUARE PIERRE ROBIN;PARIS 18EME ARRONDISSEMENT;NON;2024-01-11T02:00:00+01:00;;FERME DEMANDE TIERS;"{""coordinates"": [2.363297564927481, 48.89370068311658], ""type"": ""Point""}";48.89370068311658, 2.363297564927481
450072516;FONTAINE_BOIS;GHM Bois;6F;;PLACE CONSTANTIN PECQUEUR;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3381840626728536, 48.8892658806923], ""type"": ""Point""}";48.8892658806923, 2.3381840626728536
450072305;FONTAINE_BOIS;Particulier;;;AVENUE DE LA SIBELLE;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3381046324628403, 48.82641668057448], ""type"": ""Point""}";48.82641668057448, 2.3381046324628403
450072306;FONTAINE_BOIS;GHM Bois;22;;RUE DE CHATILLON;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.322496164103434, 48.82795179902562], ""type"": ""Point""}";48.82795179902562, 2.322496164103434
450071817;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;SQUARE SCIPION;PARIS 5EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3538774593188885, 48.83890082384776], ""type"": ""Point""}";48.83890082384776, 2.3538774593188885
450072301;FONTAINE_BOIS;Bayard D1;;27F;RUE JACQUIER;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3168878325887734, 48.83019308224228], ""type"": ""Point""}";48.83019308224228, 2.3168878325887734
450072168;FONTAINE_BOIS;GHM Bois;;;PARC DE BERCY;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.38134051610919, 48.837041046055106], ""type"": ""Point""}";48.837041046055106, 2.38134051610919
450072176;FONTAINE_BOIS;GHM Bois;64F;;AVENUE DAUMESNIL;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3802672201085926, 48.845201798620245], ""type"": ""Point""}";48.845201798620245, 2.3802672201085926
450072433;FONTAINE_BOIS;GHM Bois;;;JARDIN DES SERRES D'AUTEUILS;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2529448229417404, 48.84712747547777], ""type"": ""Point""}";48.84712747547777, 2.2529448229417404
450072243;FONTAINE_BOIS;GHM Bois;;69;BOULEVARD ARAGO;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3425519390323193, 48.834295862527014], ""type"": ""Point""}";48.834295862527014, 2.3425519390323193
450072524;FONTAINE_BOIS;GHM Bois;;25;RUE DES CLOYS;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.339225624650321, 48.89203249308772], ""type"": ""Point""}";48.89203249308772, 2.339225624650321
450071823;FONTAINE_BOIS;GHM Bois;;;SQUARE TARAS CHEVTCHENKO;PARIS 6EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3310549621770056, 48.85454045973499], ""type"": ""Point""}";48.85454045973499, 2.3310549621770056
450072573;FONTAINE_BOIS;GHM Bois;;;PARC DES BUTTES CHAUMONT;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3868225653915522, 48.88139876720761], ""type"": ""Point""}";48.88139876720761, 2.3868225653915522
450071927;FONTAINE_BOIS;GHM Bois;;;SQUARE ARISTIDE CAVAILLE COLL;PARIS 10EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.351519132577584, 48.87821346391605], ""type"": ""Point""}";48.87821346391605, 2.351519132577584
450072161;FONTAINE_BOIS;GHM Bois;;159;RUE DE CHARONNE;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.38913464761254, 48.85611948982465], ""type"": ""Point""}";48.85611948982465, 2.38913464761254
450072467;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;RUE MARIA DERAISMES;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.326562995341582, 48.89397463883725], ""type"": ""Point""}";48.89397463883725, 2.326562995341582
450072627;FONTAINE_BOIS;GHM Bois;;;RUE D EUPATORIA;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.388145007035096, 48.868945382229285], ""type"": ""Point""}";48.868945382229285, 2.388145007035096
450072405;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;AVENUE DE NEW YORK;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2889710965438566, 48.859291332831006], ""type"": ""Point""}";48.859291332831006, 2.2889710965438566
450072338;FONTAINE_BOIS;Particulier;;41F;BOULEVARD DU GENERAL MARTIAL VALIN;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2720719737888833, 48.837515512942325], ""type"": ""Point""}";48.837515512942325, 2.2720719737888833
450072279;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;SQUARE CLAUDE NICOLAS LEDOUX;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3312893309847693, 48.83433068951204], ""type"": ""Point""}";48.83433068951204, 2.3312893309847693
450072449;FONTAINE_BOIS;GHM Bois;224;;RUE DE COURCELLES;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.294176071736591, 48.88873109806869], ""type"": ""Point""}";48.88873109806869, 2.294176071736591
450072202;FONTAINE_BOIS;GHM Bois;;;PASSAGE BRULON;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.380522405603036, 48.849666225626486], ""type"": ""Point""}";48.849666225626486, 2.380522405603036
450072558;FONTAINE_BOIS;GHM Bois;;53F;QUAI DE LA SEINE;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3749690253826463, 48.88677563691011], ""type"": ""Point""}";48.88677563691011, 2.3749690253826463
450071875;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.311628136600455, 48.879502726352136], ""type"": ""Point""}";48.879502726352136, 2.311628136600455
450071877;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3087839403491897, 48.87936037008941], ""type"": ""Point""}";48.87936037008941, 2.3087839403491897
450072568;FONTAINE_BOIS;GHM Bois;;7F;RUE JACQUES DUCHESNE;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3753623827359758, 48.8995510660723], ""type"": ""Point""}";48.8995510660723, 2.3753623827359758
450072646;FONTAINE_BOIS;GHM Bois;58;;RUE DE LAGNY;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.40462976216136, 48.848107742241815], ""type"": ""Point""}";48.848107742241815, 2.40462976216136
450071740;FONTAINE_BOIS;Particulier;;11F;RUE PAYENNE;PARIS 3EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3628017640340078, 48.85788557199643], ""type"": ""Point""}";48.85788557199643, 2.3628017640340078
450077091;FONTAINE_BOIS;Particulier;;;AVENUE DE LA PORTE DE VANVES;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.303623912041894, 48.82508505535982], ""type"": ""Point""}";48.82508505535982, 2.303623912041894
450077086;FONTAINE_BOIS;Bayard D1;4;;PLACE JACQUES MARETTE;PARIS 15EME ARRONDISSEMENT;NON;2023-12-26T02:00:00+01:00;;APP A RENOUVELER;"{""coordinates"": [2.3013793952715322, 48.83181817368276], ""type"": ""Point""}";48.83181817368276, 2.3013793952715322
450077660;FONTAINE_BOIS;Wallace Bois;;;ROUTE DE LA BRASSERIE;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4216999909826273, 48.82697272638626], ""type"": ""Point""}";48.82697272638626, 2.4216999909826273
450077682;FONTAINE_BOIS;;;;RUE LUCIEN GAULARD;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.339306760258327, 48.889339083148975], ""type"": ""Point""}";48.889339083148975, 2.339306760258327
450077684;FONTAINE_BOIS;;;;PLACE NATTIER;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.330355301119455, 48.888976173624755], ""type"": ""Point""}";48.888976173624755, 2.330355301119455
450077717;FONTAINE_BOIS;;320;;RUE LECOURBE;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2852254485674792, 48.83777136686771], ""type"": ""Point""}";48.83777136686771, 2.2852254485674792
450077748;FONTAINE_BOIS;;;;CHEMIN BERNARD;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.396563335039244, 48.858424264334204], ""type"": ""Point""}";48.858424264334204, 2.396563335039244
450077751;FONTAINE_BOIS;;;;CHEMIN SERRE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.392452943316225, 48.85945588972041], ""type"": ""Point""}";48.85945588972041, 2.392452943316225
450077155;FONTAINE_BOIS;Bayard D1;;;RUE ANDRE GIDE;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.313107621395069, 48.83790387687787], ""type"": ""Point""}";48.83790387687787, 2.313107621395069
450077444;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE D AUTEUIL AUX LACS;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2550545589007447, 48.84922292329568], ""type"": ""Point""}";48.84922292329568, 2.2550545589007447
450080159;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2024-04-02T04:00:00+02:00;;APP SANS EAU;"{""coordinates"": [2.3698062569715046, 48.765090707963196], ""type"": ""Point""}";48.765090707963196, 2.3698062569715046
450080164;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;OUI;;;;"{""coordinates"": [2.3719757934891184, 48.76571502365899], ""type"": ""Point""}";48.76571502365899, 2.3719757934891184
450080171;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;OUI;;;;"{""coordinates"": [2.3738684207496243, 48.762897113732265], ""type"": ""Point""}";48.762897113732265, 2.3738684207496243
450080176;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;OUI;;;;"{""coordinates"": [2.3763433647718455, 48.76572888683843], ""type"": ""Point""}";48.76572888683843, 2.3763433647718455
450080177;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;OUI;;;;"{""coordinates"": [2.37612482020512, 48.763558040473484], ""type"": ""Point""}";48.763558040473484, 2.37612482020512
450080185;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;OUI;;;;"{""coordinates"": [2.3792620914944105, 48.762711961967604], ""type"": ""Point""}";48.762711961967604, 2.3792620914944105
450080277;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE LA CHAPELLE;SAINT-DENIS;OUI;;;;"{""coordinates"": [2.3624736678944918, 48.90239993869258], ""type"": ""Point""}";48.90239993869258, 2.3624736678944918
450085332;FONTAINE_TOTEM;Fontaine Totem sur PEI;152;;AVENUE PAUL VAILLANT COUTURIER;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.333064183457381, 48.81775347817435], ""type"": ""Point""}";48.81775347817435, 2.333064183457381
450019275;FONTNE_WALLACE;Colonnettes;6F;;AVENUE DES TERNES;PARIS 17EME ARRONDISSEMENT;NON;2024-04-22T04:00:00+02:00;;APP A REPARER;"{""coordinates"": [2.291155295986372, 48.87948377105306], ""type"": ""Point""}";48.87948377105306, 2.291155295986372
450070383;FONTNE_WALLACE;Caryatides;30F;;AVENUE LAMORICIERE;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.412649858428465, 48.84607969265143], ""type"": ""Point""}";48.84607969265143, 2.412649858428465
450080521;BORNE_FONTAINE;GHM Ville de Paris;8F;;PLACE DU GUIGNIER;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.392984251797132, 48.87145649318315], ""type"": ""Point""}";48.87145649318315, 2.392984251797132
450084785;BORNE_FONTAINE;GHM Ville de Paris;124;;RUE AMELOT;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.366896911169023, 48.864182567166964], ""type"": ""Point""}";48.864182567166964, 2.366896911169023
450085110;FONTAINE_2EN1;Mât source;6;;AVENUE DE BOUVINES;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3965929279791243, 48.850237448968585], ""type"": ""Point""}";48.850237448968585, 2.3965929279791243
450085259;FONTAINE_2EN1;Mât source;12;;RUE LE VAU;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.411244595856436, 48.86669082020257], ""type"": ""Point""}";48.86669082020257, 2.411244595856436
450085144;FONTAINE_2EN1;Fontaine Totem 2en1 Atelier;;3;PLACE JOFFRE;PARIS 7EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.305030465709227, 48.85382258504381], ""type"": ""Point""}";48.85382258504381, 2.305030465709227
450085242;FONTAINE_2EN1;Mât source;;;QUAI DE LA MARNE;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3863813550889987, 48.891446952575826], ""type"": ""Point""}";48.891446952575826, 2.3863813550889987
450085159;FONTAINE_2EN1;Mât source;;7;RUE DE METZ;PARIS 10EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3534776107578232, 48.87101040844486], ""type"": ""Point""}";48.87101040844486, 2.3534776107578232
450085130;FONTAINE_2EN1;Fontaine Totem 2en1 Atelier;172;;RUE SAINT JACQUES;PARIS 5EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3431597298673195, 48.8466411820111], ""type"": ""Point""}";48.8466411820111, 2.3431597298673195
450085135;FONTAINE_2EN1;Fontaine Totem 2en1 Atelier;168 BIS;;BOULEVARD SAINT GERMAIN;PARIS 6EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.333635998749393, 48.85381043285814], ""type"": ""Point""}";48.85381043285814, 2.333635998749393
450072514;FONTAINE_BOIS;GHM Bois;;;AVENUE DE LA PTE DE SAINT OUEN;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3305875269558394, 48.899905684082206], ""type"": ""Point""}";48.899905684082206, 2.3305875269558394
450071807;FONTAINE_BOIS;GHM Bois;2;;SQUARE ANDRE LEFEVRE;PARIS 5EME ARRONDISSEMENT;NON;2023-09-07T04:00:00+02:00;2023-10-18T04:00:00+02:00;FERME DEMANDE TIERS;"{""coordinates"": [2.3454109705257244, 48.851650286227205], ""type"": ""Point""}";48.851650286227205, 2.3454109705257244
450071810;FONTAINE_BOIS;GHM Bois;;11F;RUE DE NAVARRE;PARIS 5EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3530905080106104, 48.84447841475568], ""type"": ""Point""}";48.84447841475568, 2.3530905080106104
450072174;FONTAINE_BOIS;GHM Bois;;;RUE JOSEPH KESSEL;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3834546178384515, 48.83369152226943], ""type"": ""Point""}";48.83369152226943, 2.3834546178384515
450072207;FONTAINE_BOIS;GHM Bois;;;SQUARE LOUIS SAY;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3619174791675754, 48.83235704892765], ""type"": ""Point""}";48.83235704892765, 2.3619174791675754
450072523;FONTAINE_BOIS;GHM Bois;;25;RUE DES CLOYS;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.338099241434876, 48.89213929659785], ""type"": ""Point""}";48.89213929659785, 2.338099241434876
450071840;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PLACE JOFFRE;PARIS 7EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3032488507269706, 48.85370237002987], ""type"": ""Point""}";48.85370237002987, 2.3032488507269706
450072390;FONTAINE_BOIS;Particulier;;119;BOULEVARD LEFEBVRE;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2995284268688203, 48.82956348051902], ""type"": ""Point""}";48.82956348051902, 2.2995284268688203
450072228;FONTAINE_BOIS;Particulier;;93;RUE DU CHATEAU DES RENTIERS;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3674854301383497, 48.827521451205314], ""type"": ""Point""}";48.827521451205314, 2.3674854301383497
450072159;FONTAINE_BOIS;GHM Bois;;;SQUARE PIERRE JOSEPH REDOUTE;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3880162771170785, 48.85491574113509], ""type"": ""Point""}";48.85491574113509, 2.3880162771170785
450072232;FONTAINE_BOIS;GHM Bois;;;SQUARE GUSTAVE MESUREUR;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.362291541235097, 48.83392364499291], ""type"": ""Point""}";48.83392364499291, 2.362291541235097
450072424;FONTAINE_BOIS;GHM Bois;;;SQUARE HENRI COLLET;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2753131191739095, 48.85151990538972], ""type"": ""Point""}";48.85151990538972, 2.2753131191739095
450071852;FONTAINE_BOIS;GHM Bois;;17F;JARDIN DES CHAMPS ELYSEES;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3111862959431644, 48.86716159420148], ""type"": ""Point""}";48.86716159420148, 2.3111862959431644
450072508;FONTAINE_BOIS;Particulier;;23F;RUE TRISTAN TZARA;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3636581803046, 48.89549051379226], ""type"": ""Point""}";48.89549051379226, 2.3636581803046
450072419;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;AVENUE DU RANELAGH;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.270172346308261, 48.85909157854819], ""type"": ""Point""}";48.85909157854819, 2.270172346308261
450072448;FONTAINE_BOIS;Bayard D1;;11;BOULEVARD DE LA SOMME;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2930288004907857, 48.88745214287819], ""type"": ""Point""}";48.88745214287819, 2.2930288004907857
450072545;FONTAINE_BOIS;GHM Bois;;;RUE GINETTE NEVEU;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.345315971272059, 48.89997193008547], ""type"": ""Point""}";48.89997193008547, 2.345315971272059
450072546;FONTAINE_BOIS;Bayard D1;;;RUE DE LA MOSKOWA;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3356254862529076, 48.89682912533995], ""type"": ""Point""}";48.89682912533995, 2.3356254862529076
450072549;FONTAINE_BOIS;GHM Bois;;;SQUARE NADAR;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3421638667122155, 48.88584174351494], ""type"": ""Point""}";48.88584174351494, 2.3421638667122155
450071858;FONTAINE_BOIS;GHM Bois;;;JARDIN DES CHAMPS ELYSEES;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3123611292360153, 48.8692078263493], ""type"": ""Point""}";48.8692078263493, 2.3123611292360153
450071871;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3103415056108165, 48.87902356159412], ""type"": ""Point""}";48.87902356159412, 2.3103415056108165
450072131;FONTAINE_BOIS;Bayard D1;;13F;BOULEVARD JULES FERRY;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.36826162982835, 48.86746395987591], ""type"": ""Point""}";48.86746395987591, 2.36826162982835
450071731;FONTAINE_BOIS;Santa Cole Atlantida;;;JARDIN ANNE FRANCK;PARIS 3EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.355033766154031, 48.86190857430934], ""type"": ""Point""}";48.86190857430934, 2.355033766154031
450071741;FONTAINE_BOIS;GHM Bois;4F;;RUE DU PARC ROYAL;PARIS 3EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3636487238399106, 48.858288476106594], ""type"": ""Point""}";48.858288476106594, 2.3636487238399106
450072706;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;SQUARE JEAN XXIII;PARIS 4EME ARRONDISSEMENT;NON;2019-05-02T04:00:00+02:00;;FERME DEMANDE TIERS;"{""coordinates"": [2.3491853976074104, 48.85271253515481], ""type"": ""Point""}";48.85271253515481, 2.3491853976074104
450077088;FONTAINE_BOIS;Bayard D1;4;;PLACE JACQUES MARETTE;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.298720146449269, 48.832166494881356], ""type"": ""Point""}";48.832166494881356, 2.298720146449269
450077675;FONTAINE_BOIS;;;;AVENUE PRINCIPALE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3993933909446437, 48.87454820467017], ""type"": ""Point""}";48.87454820467017, 2.3993933909446437
450077719;FONTAINE_BOIS;;;;AVENUE DE L EST;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.327529942067831, 48.837103901158116], ""type"": ""Point""}";48.837103901158116, 2.327529942067831
450077730;FONTAINE_BOIS;;;;CITE NICOLAS POUSSIN;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3300183769719753, 48.83829443526197], ""type"": ""Point""}";48.83829443526197, 2.3300183769719753
450077731;FONTAINE_BOIS;;;;JARDIN DE L OBSERATOIRE DE PARIS;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.329630656899203, 48.83696628426403], ""type"": ""Point""}";48.83696628426403, 2.329630656899203
450077738;FONTAINE_BOIS;;;;AVENUE DES COMBATTANTS ETRANGERS MORTS POUR LA France;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.396876091394995, 48.86329073998445], ""type"": ""Point""}";48.86329073998445, 2.396876091394995
450077746;FONTAINE_BOIS;;;;AVENUE CIRCULAIRE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.398110649364787, 48.85881448193809], ""type"": ""Point""}";48.85881448193809, 2.398110649364787
450077161;FONTAINE_BOIS;GHM Bois;;;RUE RIQUET;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.363645135756635, 48.889816125528554], ""type"": ""Point""}";48.889816125528554, 2.363645135756635
450077163;FONTAINE_BOIS;Bayard D1;;;RUE PAUL ALBERT;PARIS 18EME ARRONDISSEMENT;NON;2019-05-09T04:00:00+02:00;;FERME DEMANDE TIERS;"{""coordinates"": [2.344865285518966, 48.88621990171656], ""type"": ""Point""}";48.88621990171656, 2.344865285518966
